datetime,price
2025-04-22 18:09:08.855,91486.13734433235
2025-04-22 19:04:49.028,91502.62798566568
2025-04-22 20:09:47.284,91443.57232155654
2025-04-22 21:00:38.567,91181.31706325726
2025-04-22 22:04:55.837,92780.03301369656
2025-04-22 23:09:36.120,92890.82073039186
2025-04-23 00:04:39.568,93518.26130183092
2025-04-23 01:05:14.054,92980.77660341187
2025-04-23 02:08:21.982,92765.40196195075
2025-04-23 03:09:19.281,92861.56559827678
2025-04-23 04:09:17.111,93191.46336099145
2025-04-23 05:04:47.950,93539.16589703153
2025-04-23 06:01:08.330,93533.65711519695
2025-04-23 07:04:38.108,93680.63487801861
2025-04-23 08:09:29.580,93966.3329099382
2025-04-23 09:04:04.276,94294.96451438825
2025-04-23 10:06:57.683,93845.59854642389
2025-04-23 11:08:12.769,93715.60255843068
2025-04-23 12:04:45.244,93491.06534555122
2025-04-23 13:04:53.536,93772.95768584043
2025-04-23 14:04:59.472,93257.51177479739
2025-04-23 15:00:30.700,93028.64308888822
2025-04-23 16:04:26.279,93025.32634165006
2025-04-23 17:04:59.304,93660.67063956453
2025-04-23 18:04:55.546,93871.60137754977
2025-04-23 19:04:44.865,93702.96947748295
2025-04-23 20:04:33.892,93534.41629158678
2025-04-23 21:04:42.310,93720.32472543613
2025-04-23 22:05:59.898,93457.78218613163
2025-04-23 23:06:23.353,93775.79949419561
2025-04-24 00:05:09.302,93692.84058767844
2025-04-24 01:05:33.201,93433.21370990733
2025-04-24 02:04:52.135,93559.06623076717
2025-04-24 03:09:34.846,93177.55820369317
2025-04-24 04:06:27.582,92791.86738499445
2025-04-24 05:22:45.076,92830.13674508072
2025-04-24 06:24:09.724,92422.33360998418
2025-04-24 07:14:50.774,92481.314870863
2025-04-24 08:00:46.344,92215.58688600673
2025-04-24 09:04:47.074,91979.55746381238
2025-04-24 10:04:52.429,92439.36671109166
2025-04-24 11:04:44.572,92612.10443532834
2025-04-24 12:04:51.441,92619.17159627969
2025-04-24 13:04:57.746,92758.39429904126
2025-04-24 14:04:57.416,92792.50515530353
2025-04-24 15:09:28.467,93148.31526966579
2025-04-24 16:04:56.308,93263.62351695224
2025-04-24 17:09:48.436,93440.4683204101
2025-04-24 18:04:53.816,93008.71420843324
2025-04-24 19:04:47.205,93426.4096716433
2025-04-24 20:04:41.416,93646.9616071421
2025-04-24 21:04:09.109,93499.2338094935
2025-04-24 22:00:03.429,93368.35893682836
2025-04-24 23:01:45.573,93463.48432069764
2025-04-25 00:06:42.330,93950.39664992713
2025-04-25 01:09:27.251,93937.73291095014
2025-04-25 02:02:10.684,93724.29216200934
2025-04-25 03:07:12.949,93056.1298372759
2025-04-25 04:04:33.377,93340.28087687395
2025-04-25 05:04:50.391,93109.0023842389
2025-04-25 06:06:28.892,93263.24896812698
2025-04-25 07:00:20.630,93584.09278760613
2025-04-25 08:03:34.573,93768.70443780805
2025-04-25 09:09:35.239,93672.32266122216
2025-04-25 10:04:41.302,93826.3479104858
2025-04-25 11:02:51.869,93667.68760388183
2025-04-25 12:09:31.092,94610.85462379066
2025-04-25 13:04:42.627,94458.97869936838
2025-04-25 14:04:51.968,94489.4100285538
2025-04-25 15:04:54.616,95501.30690513337
2025-04-25 16:01:32.073,95132.21312364972
2025-04-25 17:02:18.402,95292.65874105405
2025-04-25 18:09:48.085,94715.48156893643
2025-04-25 19:04:59.896,95057.4656296913
2025-04-25 20:02:49.627,95182.4305032165
2025-04-25 21:05:59.576,94953.82159752958
2025-04-25 22:04:47.983,94682.09884824745
2025-04-25 23:04:42.984,94928.50897300708
2025-04-26 00:09:38.633,94800.21413700008
2025-04-26 01:05:32.469,94888.07294762752
2025-04-26 02:04:57.126,95066.6945668174
2025-04-26 03:04:39.206,95078.20905423805
2025-04-26 04:04:42.650,94791.3808696889
2025-04-26 05:06:35.268,94642.75101322084
2025-04-26 06:04:51.081,94671.43197965455
2025-04-26 07:00:03.751,94734.50640966927
2025-04-26 08:02:02.029,94687.45719807257
2025-04-26 09:00:22.845,94413.16016295046
2025-04-26 10:08:52.585,94272.05009027116
2025-04-26 11:08:01.761,94283.01021932048
2025-04-26 12:04:02.061,94189.89391089336
2025-04-26 13:09:40.469,94293.46684998806
2025-04-26 14:09:47.356,94103.96485256299
2025-04-26 15:09:59.427,94305.68621590677
2025-04-26 16:04:46.285,94400.20474084756
2025-04-26 17:04:44.853,94295.89439764651
2025-04-26 18:02:44.127,94356.36388475669
2025-04-26 19:08:36.883,94222.6479037988
2025-04-26 20:09:49.954,94375.50019793019
2025-04-26 21:09:07.622,94211.33026101453
2025-04-26 22:04:52.473,94379.96507670345
2025-04-26 23:02:10.001,94749.59569570786
2025-04-27 00:03:27.656,94665.59782689773
2025-04-27 01:04:56.964,94915.7893105099
2025-04-27 02:04:51.462,94305.62927021507
2025-04-27 03:04:56.347,94357.67472686237
2025-04-27 04:06:09.291,94208.71672021072
2025-04-27 05:05:15.825,94066.04042250656
2025-04-27 06:05:07.325,93935.71681033401
2025-04-27 07:01:52.282,94020.6114665585
2025-04-27 08:05:24.098,94099.61866309473
2025-04-27 09:04:57.311,94243.8134242909
2025-04-27 10:00:03.880,94186.57489664084
2025-04-27 11:06:23.248,94077.48711673608
2025-04-27 12:05:48.613,93951.79052641905
2025-04-27 13:12:35.272,93780.92738165492
2025-04-27 14:09:54.041,94056.02974497322
2025-04-27 15:03:14.675,94012.54230975345
2025-04-27 16:05:15.224,93931.92039415007
2025-04-27 17:04:49.764,93878.00807425859
2025-04-27 18:04:46.310,94058.43364934066
2025-04-27 19:08:06.269,94313.65279047523
2025-04-27 20:04:52.413,94438.10991685066
2025-04-27 21:04:55.766,94335.7782572878
2025-04-27 22:05:13.363,94386.94133688205
2025-04-27 23:09:36.186,93875.1098671888
2025-04-28 00:04:56.593,93801.93640023789
2025-04-28 01:01:33.167,93473.59896331423
2025-04-28 02:04:56.658,92972.1233992771
2025-04-28 03:04:37.908,93591.78111122278
2025-04-28 04:04:58.089,93898.55817619186
2025-04-28 05:01:09.877,94052.92982265026
2025-04-28 06:12:25.580,94337.99091792513
2025-04-28 07:09:21.027,94592.80364525352
2025-04-28 08:04:33.975,94719.80077278939
2025-04-28 09:04:36.188,94726.46121377338
2025-04-28 10:09:29.796,94753.04302427365
2025-04-28 11:02:52.487,95095.05194869367
2025-04-28 12:06:04.374,95209.88562041643
2025-04-28 13:02:53.485,95379.01155145206
2025-04-28 14:04:48.768,94160.65951029157
2025-04-28 15:07:34.634,94518.10809357835
2025-04-28 16:08:27.201,93743.29134255854
2025-04-28 17:09:40.584,93768.16716030957
2025-04-28 18:04:53.496,94088.3492259459
2025-04-28 19:09:23.238,94370.37788531507
2025-04-28 20:06:56.100,94724.26140981507
2025-04-28 21:06:37.946,94489.78433827849
2025-04-28 22:05:46.289,94524.79413287721
2025-04-28 23:09:41.062,94892.31622725037
2025-04-29 00:05:43.303,95023.30123616234
2025-04-29 01:09:19.570,95092.15593412973
2025-04-29 02:01:26.787,95037.6842700234
2025-04-29 03:04:53.530,94634.34775291583
2025-04-29 04:04:55.231,94711.85582595154
2025-04-29 05:04:53.801,94402.8475887107
2025-04-29 06:05:22.025,94309.34150552544
2025-04-29 07:04:52.243,94736.90399716885
2025-04-29 08:01:38.575,94945.88818709119
2025-04-29 09:07:57.608,95036.50761795617
2025-04-29 10:05:39.216,94982.69960125435
2025-04-29 11:04:36.095,94844.8964248396
2025-04-29 12:03:57.804,95138.9826524075
2025-04-29 13:09:38.716,94821.9984027527
2025-04-29 14:04:58.101,94844.97712552836
2025-04-29 15:09:44.671,95008.0858721801
2025-04-29 16:04:22.446,94884.37969661214
2025-04-29 17:04:37.831,95126.89727545314
2025-04-29 18:01:14.419,95246.67705322705
2025-04-29 19:03:27.598,95432.6412390394
2025-04-29 20:00:41.912,95352.38806277467
2025-04-29 21:04:57.772,94869.96433327574
2025-04-29 22:02:36.643,94734.09131013733
2025-04-29 23:06:44.527,94172.7308096848
2025-04-30 00:04:51.368,94274.73761715383
2025-04-30 01:04:49.115,94516.29757229747
2025-04-30 02:09:25.292,94518.40205174654
2025-04-30 03:09:22.839,94648.3447693538
2025-04-30 04:00:40.885,95025.12104407264
2025-04-30 05:04:36.956,95035.54414534067
2025-04-30 06:06:29.945,94946.4723594617
2025-04-30 07:19:28.119,94835.45943330207
2025-04-30 08:04:44.227,94613.33654937492
2025-04-30 09:09:14.860,94750.99713603835
2025-04-30 10:07:30.402,94918.12565036309
2025-04-30 11:06:02.959,94977.78012458209
2025-04-30 12:06:42.415,95184.3208761479
2025-04-30 13:10:00.008,94554.20540577683
2025-04-30 14:09:36.746,93438.4113920031
2025-04-30 15:02:25.834,93852.9834130323
2025-04-30 16:09:31.882,93960.92369309088
2025-04-30 17:17:26.505,93852.7884446117
2025-04-30 18:09:37.689,94160.41262165838
2025-04-30 19:07:16.214,94112.51913791492
2025-04-30 20:09:53.976,94243.79947751077
2025-04-30 21:11:53.463,94635.11580314163
2025-04-30 22:21:51.758,94558.76592370817
2025-04-30 23:18:01.486,94239.62198019015
2025-05-01 00:14:59.869,94286.27798563991
2025-05-01 01:14:58.749,94504.1218590692
2025-05-01 02:16:56.011,94747.50335326188
2025-05-01 03:17:20.198,94863.80495374925
2025-05-01 04:09:59.632,94810.38565218869
2025-05-01 05:09:48.776,94868.17338025161
2025-05-01 06:07:19.626,95122.89587391756
2025-05-01 07:17:51.299,94975.44965385088
2025-05-01 08:09:51.358,95012.07609052637
2025-05-01 09:04:52.862,95191.59290594971
2025-05-01 10:03:06.843,95605.38961340772
2025-05-01 11:00:09.466,96109.699924197
2025-05-01 12:09:51.732,96193.46052079443
2025-05-01 13:13:44.895,96401.97464348341
2025-05-01 14:04:50.727,95925.84792324655
2025-05-01 15:06:42.291,96749.27550848683
2025-05-01 16:06:39.128,97029.26431397643
2025-05-01 17:12:29.704,97176.44540379278
2025-05-01 18:03:00.814,96792.53145567431
2025-05-01 19:03:13.844,96867.06052048807
2025-05-01 20:09:55.033,96463.63976230014
2025-05-01 21:05:05.352,96468.24929711736
2025-05-01 22:09:45.915,96533.24903530022
2025-05-01 23:09:47.843,96346.4385297464
2025-05-02 00:04:58.777,96465.09077322687
2025-05-02 01:08:26.540,97068.51079800248
2025-05-02 02:08:48.436,96864.53630852731
2025-05-02 03:09:58.700,97058.54156171245
2025-05-02 04:09:45.690,97183.42883942672
2025-05-02 05:04:52.257,96951.50818834538
2025-05-02 06:05:54.675,96715.25683617221
2025-05-02 07:08:38.328,96702.21533716211
2025-05-02 08:09:22.935,96471.938225181
2025-05-02 09:04:54.234,96638.93322232095
2025-05-02 10:04:41.014,96682.78962027833
2025-05-02 11:04:58.715,96876.45142344802
2025-05-02 12:04:59.879,96955.62770097495
2025-05-02 13:12:58.239,97103.35603243245
2025-05-02 14:09:37.885,96929.04808700876
2025-05-02 15:14:44.556,97715.58382024213
2025-05-02 16:20:52.184,97576.91324468188
2025-05-02 17:14:57.972,97252.90131454506
2025-05-02 18:04:47.340,97426.94700917671
2025-05-02 19:08:57.712,97171.61991369829
2025-05-02 20:09:58.438,96984.40777110745
2025-05-02 21:13:14.153,97041.44181128644
2025-05-02 22:10:55.379,96738.11613131239
2025-05-02 23:02:04.680,96685.63911259717
2025-05-03 00:09:42.096,96932.91347341705
2025-05-03 01:06:48.961,96730.10192500369
2025-05-03 02:04:58.006,96523.60435697486
2025-05-03 03:02:38.338,96585.86635562367
2025-05-03 04:05:13.178,96399.3103307854
2025-05-03 05:09:40.638,96537.85554466437
2025-05-03 06:16:15.740,96380.04392946887
2025-05-03 07:09:52.564,96226.48114418039
2025-05-03 08:14:54.951,96219.45399678136
2025-05-03 09:04:51.719,96358.32950974852
2025-05-03 10:01:54.700,96278.3950554348
2025-05-03 11:08:07.233,95964.52767965854
2025-05-03 12:09:59.606,95976.4505745279
2025-05-03 13:11:12.443,96173.42460959752
2025-05-03 14:06:29.454,96321.3677258507
2025-05-03 15:09:40.895,96480.99719442788
2025-05-03 16:04:52.266,96425.31179505517
2025-05-03 17:02:55.295,96208.48935554299
2025-05-03 18:04:47.098,96183.72181610571
2025-05-03 19:09:37.000,96178.88564981271
2025-05-03 20:09:16.993,96392.32633421359
2025-05-03 21:04:45.803,96358.9081323945
2025-05-03 22:09:51.477,96279.18995625683
2025-05-03 23:07:00.511,96206.39898420339
2025-05-04 00:09:48.466,95911.57974109074
2025-05-04 01:04:57.525,95895.53297681686
2025-05-04 02:00:39.938,95915.88640420574
2025-05-04 03:05:33.685,95922.38712221736
2025-05-04 04:08:24.956,95806.54957964174
2025-05-04 05:04:53.891,95780.01377709549
2025-05-04 06:04:53.771,96064.91190994653
2025-05-04 07:09:44.106,95913.60802998614
2025-05-04 08:07:55.133,95922.80323598157
2025-05-04 09:09:18.829,95625.17286104144
2025-05-04 10:05:52.407,95523.33996950623
2025-05-04 11:04:49.618,95446.2718625732
2025-05-04 12:09:50.509,95458.83076597172
2025-05-04 13:07:11.495,95563.77480239843
2025-05-04 14:09:44.430,95378.85274818254
2025-05-04 15:02:32.122,95608.48318552892
2025-05-04 16:10:43.128,95525.92857480767
2025-05-04 17:14:56.238,95450.75277975168
2025-05-04 18:03:43.377,95430.42950592804
2025-05-04 19:08:10.747,95398.8923422279
2025-05-04 20:05:18.662,95578.93519558122
2025-05-04 21:09:59.302,95732.77578576689
2025-05-04 22:06:40.159,95492.48013580107
2025-05-04 23:09:08.045,94990.11188430124
2025-05-05 00:09:17.003,94303.45616731183
2025-05-05 01:08:03.382,94665.39195249154
2025-05-05 02:07:07.142,93904.08029713292
2025-05-05 03:04:42.661,94283.45228200975
2025-05-05 04:02:58.626,94081.95126956061
2025-05-05 05:09:13.551,94388.68665108354
2025-05-05 06:07:54.548,94662.83806875185
2025-05-05 07:08:27.610,94728.12709624284
2025-05-05 08:04:59.631,94736.51570501548
2025-05-05 09:04:43.070,94552.9528661461
2025-05-05 10:04:57.927,94588.80144204857
2025-05-05 11:04:58.578,94133.1803452243
2025-05-05 12:04:59.450,94088.5057159754
2025-05-05 13:12:53.495,94280.48803833337
2025-05-05 14:09:26.809,94365.43018781069
2025-05-05 15:09:50.134,93831.61281503776
2025-05-05 16:01:40.480,93724.80501461533
2025-05-05 17:09:53.544,94207.40183338308
2025-05-05 18:05:51.846,94488.70233451825
2025-05-05 19:04:51.322,94732.07505209661
2025-05-05 20:04:54.482,94381.49765604567
2025-05-05 21:04:41.432,94236.88089735083
2025-05-05 22:04:55.318,94712.89911153041
2025-05-05 23:04:48.592,95036.71686518363
2025-05-06 00:09:49.205,94719.67050036856
2025-05-06 01:08:59.992,94553.5512061966
2025-05-06 02:09:50.128,94311.76641275226
2025-05-06 03:05:39.897,94288.01718818802
2025-05-06 04:09:44.727,94409.2116200293
2025-05-06 05:05:00.064,94559.93816867477
2025-05-06 06:07:55.424,94372.28734827018
2025-05-06 07:04:58.471,94461.28594893696
2025-05-06 08:03:07.465,94408.13275180699
2025-05-06 09:04:56.196,94330.85226969632
2025-05-06 10:04:52.634,94175.29764102303
2025-05-06 11:09:22.112,93991.7353270022
2025-05-06 12:07:51.682,93846.01249611624
2025-05-06 13:09:33.248,93860.7540418781
2025-05-06 14:09:49.721,93903.87572706376
2025-05-06 15:12:04.775,94186.6533764946
2025-05-06 16:01:43.461,94551.00991495204
2025-05-06 17:04:56.579,94307.86688268195
2025-05-06 18:04:59.414,94534.4462606627
2025-05-06 19:06:58.191,95022.10980979039
2025-05-06 20:06:19.108,94954.2912644009
2025-05-06 21:07:55.007,94742.59542490661
2025-05-06 22:09:48.663,95136.89593991211
2025-05-06 23:09:28.708,96288.68626769505
2025-05-07 00:09:30.173,96815.80313214885
2025-05-07 01:09:05.761,97454.99383963464
2025-05-07 02:09:46.452,97205.98482172143
2025-05-07 03:09:40.556,96547.14987059082
2025-05-07 04:12:27.375,96556.62015334367
2025-05-07 05:24:27.734,96491.500021853
2025-05-07 06:03:44.021,96354.63080106633
2025-05-07 07:04:49.369,96538.03334234984
2025-05-07 08:09:29.916,96925.96210528578
2025-05-07 09:04:47.114,97003.63646893593
2025-05-07 10:02:41.560,96986.15290872475
2025-05-07 11:09:49.364,96986.48455649219
2025-05-07 12:02:10.150,97017.36703189345
2025-05-07 13:02:11.284,96968.99773463995
2025-05-07 14:08:13.301,97041.28165831216
2025-05-07 15:04:58.086,96946.47681288401
2025-05-07 16:03:13.531,96941.07608759051
2025-05-07 17:09:41.769,96863.98868038424
2025-05-07 18:03:11.534,96212.81842184125
2025-05-07 19:04:09.366,96306.502609734
2025-05-07 20:06:50.645,96148.7571218679
